Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
049,035,006,089,Utah,Salt Lake County,California,Shasta County,0,27,27,38,-27,38,27,38
049,035,006,095,Utah,Salt Lake County,California,Solano County,46,59,56,42,-10,73,102,71
049,035,006,097,Utah,Salt Lake County,California,Sonoma County,33,35,108,124,-75,128,141,130
049,035,006,099,Utah,Salt Lake County,California,Stanislaus County,0,27,41,62,-41,62,41,62
049,035,006,101,Utah,Salt Lake County,California,Sutter County,0,27,15,22,-15,22,15,22
049,035,006,107,Utah,Salt Lake County,California,Tulare County,71,90,12,12,59,90,83,91
049,035,006,109,Utah,Salt Lake County,California,Tuolumne County,158,231,0,29,158,231,158,231
049,035,006,111,Utah,Salt Lake County,California,Ventura County,39,39,63,50,-24,69,102,59
049,035,006,113,Utah,Salt Lake County,California,Yolo County,36,40,31,37,5,61,67,48
049,035,006,115,Utah,Salt Lake County,California,Yuba County,26,29,0,29,26,29,26,29
049,035,008,001,Utah,Salt Lake County,Colorado,Adams County,48,43,16,24,32,49,64,49
049,035,008,003,Utah,Salt Lake County,Colorado,Alamosa County,0,27,1,3,-1,3,1,3
049,035,008,005,Utah,Salt Lake County,Colorado,Arapahoe County,158,115,44,38,114,118,202,125
049,035,008,009,Utah,Salt Lake County,Colorado,Baca County,58,93,0,12,58,93,58,93
049,035,008,013,Utah,Salt Lake County,Colorado,Boulder County,89,75,59,56,30,89,148,98
049,035,008,014,Utah,Salt Lake County,Colorado,Broomfield County,0,27,107,140,-107,140,107,140
049,035,008,031,Utah,Salt Lake County,Colorado,Denver County,252,161,141,73,111,189,393,163
049,035,008,035,Utah,Salt Lake County,Colorado,Douglas County,93,99,79,68,14,111,172,128
049,035,008,037,Utah,Salt Lake County,Colorado,Eagle County,10,18,0,28,10,18,10,18
049,035,008,041,Utah,Salt Lake County,Colorado,El Paso County,335,274,311,128,24,312,646,293
049,035,008,043,Utah,Salt Lake County,Colorado,Fremont County,11,20,47,66,-36,61,58,76
049,035,008,045,Utah,Salt Lake County,Colorado,Garfield County,11,13,35,54,-24,56,46,54
049,035,008,059,Utah,Salt Lake County,Colorado,Jefferson County,76,56,95,85,-19,100,171,104
049,035,008,067,Utah,Salt Lake County,Colorado,La Plata County,126,122,78,66,48,152,204,125
049,035,008,069,Utah,Salt Lake County,Colorado,Larimer County,57,47,55,45,2,61,112,69
049,035,008,071,Utah,Salt Lake County,Colorado,Las Animas County,0,27,11,18,-11,18,11,18
049,035,008,077,Utah,Salt Lake County,Colorado,Mesa County,105,80,52,47,53,97,157,89
049,035,008,083,Utah,Salt Lake County,Colorado,Montezuma County,0,27,16,22,-16,22,16,22
049,035,008,093,Utah,Salt Lake County,Colorado,Park County,0,27,12,19,-12,19,12,19
049,035,008,101,Utah,Salt Lake County,Colorado,Pueblo County,68,61,74,85,-6,114,142,94
049,035,008,103,Utah,Salt Lake County,Colorado,Rio Blanco County,0,27,5,8,-5,8,5,8
049,035,008,107,Utah,Salt Lake County,Colorado,Routt County,6,12,0,22,6,12,6,12
049,035,008,123,Utah,Salt Lake County,Colorado,Weld County,10,13,39,29,-29,31,49,32
049,035,009,001,Utah,Salt Lake County,Connecticut,Fairfield County,62,51,75,95,-13,108,137,108
049,035,009,003,Utah,Salt Lake County,Connecticut,Hartford County,78,95,0,28,78,95,78,95
049,035,009,009,Utah,Salt Lake County,Connecticut,New Haven County,0,27,23,37,-23,37,23,37
049,035,009,011,Utah,Salt Lake County,Connecticut,New London County,6,10,33,43,-27,43,39,45
049,035,010,001,Utah,Salt Lake County,Delaware,Kent County,10,16,0,27,10,16,10,16
049,035,010,003,Utah,Salt Lake County,Delaware,New Castle County,21,32,5,9,16,34,26,32
049,035,011,001,Utah,Salt Lake County,District of Columbia,District of Columbia,214,144,80,79,134,173,294,154
049,035,012,001,Utah,Salt Lake County,Florida,Alachua County,19,22,0,31,19,22,19,22
049,035,012,009,Utah,Salt Lake County,Florida,Brevard County,206,287,153,148,53,320,359,326
049,035,012,011,Utah,Salt Lake County,Florida,Broward County,50,50,35,35,15,63,85,59
049,035,012,021,Utah,Salt Lake County,Florida,Collier County,27,31,34,57,-7,64,61,65
049,035,012,031,Utah,Salt Lake County,Florida,Duval County,84,91,120,141,-36,171,204,165
049,035,012,033,Utah,Salt Lake County,Florida,Escambia County,69,72,83,61,-14,88,152,101
049,035,012,053,Utah,Salt Lake County,Florida,Hernando County,0,27,6,10,-6,10,6,10
049,035,012,055,Utah,Salt Lake County,Florida,Highlands County,0,27,47,72,-47,72,47,72
049,035,012,057,Utah,Salt Lake County,Florida,Hillsborough County,145,141,94,62,51,157,239,151
049,035,012,071,Utah,Salt Lake County,Florida,Lee County,93,132,0,31,93,132,93,132
049,035,012,073,Utah,Salt Lake County,Florida,Leon County,13,21,6,9,7,24,19,23
049,035,012,079,Utah,Salt Lake County,Florida,Madison County,9,14,0,21,9,14,9,14
049,035,012,086,Utah,Salt Lake County,Florida,Miami-Dade County,150,179,13,22,137,179,163,181
049,035,012,087,Utah,Salt Lake County,Florida,Monroe County,0,27,8,12,-8,12,8,12
049,035,012,091,Utah,Salt Lake County,Florida,Okaloosa County,11,17,9,11,2,21,20,20
049,035,012,093,Utah,Salt Lake County,Florida,Okeechobee County,67,84,0,28,67,84,67,84
049,035,012,095,Utah,Salt Lake County,Florida,Orange County,42,49,242,277,-200,277,284,286
049,035,012,097,Utah,Salt Lake County,Florida,Osceola County,0,27,103,130,-103,130,103,130
049,035,012,099,Utah,Salt Lake County,Florida,Palm Beach County,16,30,25,29,-9,40,41,42
049,035,012,101,Utah,Salt Lake County,Florida,Pasco County,28,41,0,31,28,41,28,41
049,035,012,103,Utah,Salt Lake County,Florida,Pinellas County,105,93,426,215,-321,247,531,221
049,035,012,105,Utah,Salt Lake County,Florida,Polk County,70,69,0,31,70,69,70,69
049,035,012,109,Utah,Salt Lake County,Florida,St. Johns County,0,27,83,113,-83,113,83,113
049,035,012,111,Utah,Salt Lake County,Florida,St. Lucie County,0,27,30,57,-30,57,30,57
049,035,012,113,Utah,Salt Lake County,Florida,Santa Rosa County,45,53,0,31,45,53,45,53
049,035,012,115,Utah,Salt Lake County,Florida,Sarasota County,21,25,0,31,21,25,21,25
049,035,012,117,Utah,Salt Lake County,Florida,Seminole County,151,223,0,31,151,223,151,223
049,035,012,127,Utah,Salt Lake County,Florida,Volusia County,0,27,15,24,-15,24,15,24
049,035,012,131,Utah,Salt Lake County,Florida,Walton County,0,27,14,23,-14,23,14,23
049,035,013,001,Utah,Salt Lake County,Georgia,Appling County,0,27,31,46,-31,46,31,46
049,035,013,031,Utah,Salt Lake County,Georgia,Bulloch County,8,13,0,30,8,13,8,13
049,035,013,051,Utah,Salt Lake County,Georgia,Chatham County,0,27,16,14,-16,14,16,14
049,035,013,057,Utah,Salt Lake County,Georgia,Cherokee County,53,85,0,30,53,85,53,85
049,035,013,063,Utah,Salt Lake County,Georgia,Clayton County,46,69,0,30,46,69,46,69
049,035,013,065,Utah,Salt Lake County,Georgia,Clinch County,0,27,29,52,-29,52,29,52
049,035,013,067,Utah,Salt Lake County,Georgia,Cobb County,115,94,58,70,57,130,173,103
049,035,013,089,Utah,Salt Lake County,Georgia,DeKalb County,132,122,44,46,88,127,176,133
049,035,013,113,Utah,Salt Lake County,Georgia,Fayette County,0,27,125,148,-125,148,125,148
049,035,013,117,Utah,Salt Lake County,Georgia,Forsyth County,46,45,32,50,14,68,78,67
049,035,013,121,Utah,Salt Lake County,Georgia,Fulton County,266,139,123,146,143,188,389,215
049,035,013,135,Utah,Salt Lake County,Georgia,Gwinnett County,29,26,47,47,-18,56,76,52
049,035,013,149,Utah,Salt Lake County,Georgia,Heard County,0,27,7,10,-7,10,7,10
049,035,013,169,Utah,Salt Lake County,Georgia,Jones County,26,40,0,24,26,40,26,40
049,035,013,179,Utah,Salt Lake County,Georgia,Liberty County,0,27,6,11,-6,11,6,11
049,035,013,215,Utah,Salt Lake County,Georgia,Muscogee County,6,9,0,30,6,9,6,9
049,035,013,227,Utah,Salt Lake County,Georgia,Pickens County,9,14,0,27,9,14,9,14
049,035,013,233,Utah,Salt Lake County,Georgia,Polk County,0,27,40,64,-40,64,40,64
049,035,013,245,Utah,Salt Lake County,Georgia,Richmond County,27,33,0,30,27,33,27,33
049,035,013,261,Utah,Salt Lake County,Georgia,Sumter County,21,31,0,27,21,31,21,31
049,035,015,001,Utah,Salt Lake County,Hawaii,Hawaii County,12,19,0,26,12,19,12,19
049,035,015,003,Utah,Salt Lake County,Hawaii,Honolulu County,787,347,105,75,682,356,892,354
049,035,015,009,Utah,Salt Lake County,Hawaii,Maui County,47,45,76,91,-29,104,123,98
049,035,016,001,Utah,Salt Lake County,Idaho,Ada County,284,125,210,146,74,178,494,205
049,035,016,005,Utah,Salt Lake County,Idaho,Bannock County,111,68,87,55,24,88,198,86
049,035,016,007,Utah,Salt Lake County,Idaho,Bear Lake County,1,3,0,17,1,3,1,3
049,035,016,009,Utah,Salt Lake County,Idaho,Benewah County,0,27,9,12,-9,12,9,12
049,035,016,011,Utah,Salt Lake County,Idaho,Bingham County,21,25,88,133,-67,136,109,135
049,035,016,013,Utah,Salt Lake County,Idaho,Blaine County,17,24,30,37,-13,43,47,44
049,035,016,015,Utah,Salt Lake County,Idaho,Boise County,0,27,12,18,-12,18,12,18
049,035,016,017,Utah,Salt Lake County,Idaho,Bonner County,33,36,13,17,20,41,46,39
049,035,016,019,Utah,Salt Lake County,Idaho,Bonneville County,49,59,169,149,-120,160,218,160
049,035,016,027,Utah,Salt Lake County,Idaho,Canyon County,120,151,331,343,-211,381,451,369
049,035,016,029,Utah,Salt Lake County,Idaho,Caribou County,38,36,0,17,38,36,38,36
049,035,016,031,Utah,Salt Lake County,Idaho,Cassia County,16,20,79,74,-63,74,95,80
049,035,016,035,Utah,Salt Lake County,Idaho,Clearwater County,0,27,6,10,-6,10,6,10
049,035,016,039,Utah,Salt Lake County,Idaho,Elmore County,121,133,17,25,104,136,138,135
049,035,016,041,Utah,Salt Lake County,Idaho,Franklin County,23,36,9,12,14,38,32,37
049,035,016,043,Utah,Salt Lake County,Idaho,Fremont County,0,27,7,9,-7,9,7,9
049,035,016,047,Utah,Salt Lake County,Idaho,Gooding County,6,13,0,19,6,13,6,13
049,035,016,049,Utah,Salt Lake County,Idaho,Idaho County,0,27,2,4,-2,4,2,4
049,035,016,051,Utah,Salt Lake County,Idaho,Jefferson County,29,33,32,27,-3,44,61,40
049,035,016,055,Utah,Salt Lake County,Idaho,Kootenai County,0,27,135,148,-135,148,135,148
049,035,016,057,Utah,Salt Lake County,Idaho,Latah County,24,27,3,6,21,28,27,27
049,035,016,059,Utah,Salt Lake County,Idaho,Lemhi County,11,17,0,17,11,17,11,17
049,035,016,061,Utah,Salt Lake County,Idaho,Lewis County,0,27,1,2,-1,2,1,2
049,035,016,065,Utah,Salt Lake County,Idaho,Madison County,411,149,226,149,185,212,637,209
049,035,016,067,Utah,Salt Lake County,Idaho,Minidoka County,0,27,13,20,-13,20,13,20
049,035,016,069,Utah,Salt Lake County,Idaho,Nez Perce County,3,5,0,25,3,5,3,5
049,035,016,071,Utah,Salt Lake County,Idaho,Oneida County,0,27,30,30,-30,30,30,30
049,035,016,075,Utah,Salt Lake County,Idaho,Payette County,0,27,5,10,-5,10,5,10
049,035,016,081,Utah,Salt Lake County,Idaho,Teton County,0,27,5,7,-5,7,5,7
049,035,016,083,Utah,Salt Lake County,Idaho,Twin Falls County,136,179,50,66,86,191,186,191
049,035,016,087,Utah,Salt Lake County,Idaho,Washington County,0,27,22,28,-22,28,22,28
049,035,017,001,Utah,Salt Lake County,Illinois,Adams County,0,27,39,67,-39,67,39,67
049,035,017,019,Utah,Salt Lake County,Illinois,Champaign County,0,27,43,55,-43,55,43,55
049,035,017,029,Utah,Salt Lake County,Illinois,Coles County,0,27,27,43,-27,43,27,43
049,035,017,031,Utah,Salt Lake County,Illinois,Cook County,245,108,202,142,43,168,447,188
049,035,017,043,Utah,Salt Lake County,Illinois,DuPage County,166,163,0,26,166,163,166,163
049,035,017,067,Utah,Salt Lake County,Illinois,Hancock County,16,23,21,34,-5,42,37,40
049,035,017,077,Utah,Salt Lake County,Illinois,Jackson County,17,26,0,26,17,26,17,26
049,035,017,089,Utah,Salt Lake County,Illinois,Kane County,9,15,0,26,9,15,9,15
049,035,017,097,Utah,Salt Lake County,Illinois,Lake County,155,140,18,29,137,146,173,139
049,035,017,099,Utah,Salt Lake County,Illinois,LaSalle County,0,27,48,76,-48,76,48,76
049,035,017,113,Utah,Salt Lake County,Illinois,McLean County,0,27,5,7,-5,7,5,7
049,035,017,119,Utah,Salt Lake County,Illinois,Madison County,58,42,0,26,58,42,58,42
049,035,017,143,Utah,Salt Lake County,Illinois,Peoria County,0,27,84,99,-84,99,84,99
049,035,017,163,Utah,Salt Lake County,Illinois,St. Clair County,2,5,42,55,-40,55,44,55
049,035,017,189,Utah,Salt Lake County,Illinois,Washington County,0,27,3,4,-3,4,3,4
049,035,017,197,Utah,Salt Lake County,Illinois,Will County,6,10,66,100,-60,100,72,100
049,035,017,201,Utah,Salt Lake County,Illinois,Winnebago County,18,28,0,26,18,28,18,28
049,035,018,001,Utah,Salt Lake County,Indiana,Adams County,0,27,16,25,-16,25,16,25
049,035,018,057,Utah,Salt Lake County,Indiana,Hamilton County,308,650,0,27,308,650,308,650
049,035,018,063,Utah,Salt Lake County,Indiana,Hendricks County,0,27,41,63,-41,63,41,63
049,035,018,069,Utah,Salt Lake County,Indiana,Huntington County,13,20,0,24,13,20,13,20
049,035,018,081,Utah,Salt Lake County,Indiana,Johnson County,25,29,0,27,25,29,25,29
049,035,018,089,Utah,Salt Lake County,Indiana,Lake County,18,20,47,52,-29,56,65,55
049,035,018,093,Utah,Salt Lake County,Indiana,Lawrence County,10,18,0,24,10,18,10,18
049,035,018,097,Utah,Salt Lake County,Indiana,Marion County,42,40,63,52,-21,66,105,66
049,035,018,105,Utah,Salt Lake County,Indiana,Monroe County,40,40,51,52,-11,70,91,61
049,035,018,141,Utah,Salt Lake County,Indiana,St. Joseph County,48,60,20,32,28,68,68,68
049,035,018,155,Utah,Salt Lake County,Indiana,Switzerland County,30,43,0,18,30,43,30,43
049,035,018,157,Utah,Salt Lake County,Indiana,Tippecanoe County,0,27,9,13,-9,13,9,13
049,035,018,163,Utah,Salt Lake County,Indiana,Vanderburgh County,29,46,0,27,29,46,29,46
049,035,018,167,Utah,Salt Lake County,Indiana,Vigo County,10,22,0,27,10,22,10,22
049,035,018,169,Utah,Salt Lake County,Indiana,Wabash County,4,10,0,24,4,10,4,10
049,035,019,007,Utah,Salt Lake County,Iowa,Appanoose County,0,27,10,19,-10,19,10,19
049,035,019,039,Utah,Salt Lake County,Iowa,Clarke County,0,27,2,4,-2,4,2,4
049,035,019,049,Utah,Salt Lake County,Iowa,Dallas County,10,16,0,22,10,16,10,16
049,035,019,063,Utah,Salt Lake County,Iowa,Emmet County,0,27,18,20,-18,20,18,20
049,035,019,087,Utah,Salt Lake County,Iowa,Henry County,0,27,5,10,-5,10,5,10
049,035,019,103,Utah,Salt Lake County,Iowa,Johnson County,27,31,42,68,-15,74,69,75
049,035,019,109,Utah,Salt Lake County,Iowa,Kossuth County,0,27,9,15,-9,15,9,15
049,035,019,113,Utah,Salt Lake County,Iowa,Linn County,0,27,87,112,-87,112,87,112
049,035,019,129,Utah,Salt Lake County,Iowa,Mills County,0,27,6,13,-6,13,6,13
049,035,019,131,Utah,Salt Lake County,Iowa,Mitchell County,0,27,5,9,-5,9,5,9
049,035,019,139,Utah,Salt Lake County,Iowa,Muscatine County,0,27,6,14,-6,14,6,14
049,035,019,153,Utah,Salt Lake County,Iowa,Polk County,19,30,0,22,19,30,19,30
049,035,019,165,Utah,Salt Lake County,Iowa,Shelby County,0,27,3,7,-3,7,3,7
049,035,019,193,Utah,Salt Lake County,Iowa,Woodbury County,0,27,5,10,-5,10,5,10
049,035,020,005,Utah,Salt Lake County,Kansas,Atchison County,0,27,10,18,-10,18,10,18
049,035,020,023,Utah,Salt Lake County,Kansas,Cheyenne County,0,27,4,6,-4,6,4,6
049,035,020,045,Utah,Salt Lake County,Kansas,Douglas County,48,56,0,24,48,56,48,56
049,035,020,091,Utah,Salt Lake County,Kansas,Johnson County,31,29,106,87,-75,92,137,92
049,035,020,123,Utah,Salt Lake County,Kansas,Mitchell County,54,82,0,15,54,82,54,82
049,035,020,131,Utah,Salt Lake County,Kansas,Nemaha County,0,27,35,49,-35,49,35,49
049,035,020,157,Utah,Salt Lake County,Kansas,Republic County,0,27,2,3,-2,3,2,3
049,035,020,159,Utah,Salt Lake County,Kansas,Rice County,0,27,6,9,-6,9,6,9
049,035,020,173,Utah,Salt Lake County,Kansas,Sedgwick County,38,41,0,24,38,41,38,41
049,035,020,177,Utah,Salt Lake County,Kansas,Shawnee County,13,22,0,24,13,22,13,22
049,035,021,049,Utah,Salt Lake County,Kentucky,Clark County,30,48,0,24,30,48,30,48
049,035,021,067,Utah,Salt Lake County,Kentucky,Fayette County,0,27,92,148,-92,148,92,148
049,035,021,111,Utah,Salt Lake County,Kentucky,Jefferson County,229,287,5,8,224,287,234,287
049,035,021,215,Utah,Salt Lake County,Kentucky,Spencer County,0,27,53,82,-53,82,53,82
049,035,022,015,Utah,Salt Lake County,Louisiana,Bossier Parish,0,27,55,87,-55,87,55,87
049,035,022,031,Utah,Salt Lake County,Louisiana,De Soto Parish,0,27,14,20,-14,20,14,20
049,035,022,033,Utah,Salt Lake County,Louisiana,East Baton Rouge Parish,25,33,23,38,2,50,48,52
049,035,022,047,Utah,Salt Lake County,Louisiana,Iberville Parish,0,27,25,41,-25,41,25,41
049,035,022,069,Utah,Salt Lake County,Louisiana,Natchitoches Parish,0,27,37,54,-37,54,37,54
049,035,022,071,Utah,Salt Lake County,Louisiana,Orleans Parish,0,27,81,51,-81,51,81,51
049,035,022,073,Utah,Salt Lake County,Louisiana,Ouachita Parish,20,32,0,29,20,32,20,32
049,035,022,101,Utah,Salt Lake County,Louisiana,St. Mary Parish,58,71,0,29,58,71,58,71
049,035,023,001,Utah,Salt Lake County,Maine,Androscoggin County,0,27,79,99,-79,99,79,99
049,035,023,003,Utah,Salt Lake County,Maine,Aroostook County,15,25,0,23,15,25,15,25
049,035,023,005,Utah,Salt Lake County,Maine,Cumberland County,15,17,51,98,-36,103,66,96
049,035,023,009,Utah,Salt Lake County,Maine,Hancock County,0,27,10,12,-10,12,10,12
049,035,023,011,Utah,Salt Lake County,Maine,Kennebec County,0,27,1,4,-1,4,1,4
049,035,023,017,Utah,Salt Lake County,Maine,Oxford County,28,36,0,23,28,36,28,36
049,035,023,019,Utah,Salt Lake County,Maine,Penobscot County,0,27,15,23,-15,23,15,23
049,035,023,025,Utah,Salt Lake County,Maine,Somerset County,0,27,5,7,-5,7,5,7
049,035,024,003,Utah,Salt Lake County,Maryland,Anne Arundel County,7,11,9,13,-2,17,16,18
049,035,024,005,Utah,Salt Lake County,Maryland,Baltimore County,75,104,35,92,40,137,110,141
049,035,024,013,Utah,Salt Lake County,Maryland,Carroll County,0,27,4,8,-4,8,4,8
049,035,024,021,Utah,Salt Lake County,Maryland,Frederick County,9,16,8,12,1,19,17,20
049,035,024,025,Utah,Salt Lake County,Maryland,Harford County,0,27,13,20,-13,20,13,20
049,035,024,027,Utah,Salt Lake County,Maryland,Howard County,20,24,38,28,-18,31,58,43
049,035,024,031,Utah,Salt Lake County,Maryland,Montgomery County,70,96,0,28,70,96,70,96
049,035,024,033,Utah,Salt Lake County,Maryland,Prince George's County,5,8,1,2,4,9,6,8
049,035,024,035,Utah,Salt Lake County,Maryland,Queen Anne's County,29,47,0,25,29,47,29,47
049,035,024,510,Utah,Salt Lake County,Maryland,Baltimore city,0,27,23,19,-23,19,23,19
049,035,025,003,Utah,Salt Lake County,Massachusetts,Berkshire County,0,27,60,102,-60,102,60,102
049,035,025,005,Utah,Salt Lake County,Massachusetts,Bristol County,17,22,0,29,17,22,17,22
049,035,025,009,Utah,Salt Lake County,Massachusetts,Essex County,68,55,0,29,68,55,68,55
049,035,025,011,Utah,Salt Lake County,Massachusetts,Franklin County,10,16,0,29,10,16,10,16
049,035,025,015,Utah,Salt Lake County,Massachusetts,Hampshire County,16,28,35,57,-19,65,51,63
049,035,025,017,Utah,Salt Lake County,Massachusetts,Middlesex County,118,92,76,93,42,132,194,130
049,035,025,021,Utah,Salt Lake County,Massachusetts,Norfolk County,70,75,24,39,46,86,94,83
049,035,025,025,Utah,Salt Lake County,Massachusetts,Suffolk County,67,51,38,37,29,57,105,68
049,035,025,027,Utah,Salt Lake County,Massachusetts,Worcester County,19,22,0,29,19,22,19,22
049,035,026,017,Utah,Salt Lake County,Michigan,Bay County,0,27,37,44,-37,44,37,44
049,035,026,027,Utah,Salt Lake County,Michigan,Cass County,4,8,0,23,4,8,4,8
049,035,026,057,Utah,Salt Lake County,Michigan,Gratiot County,11,21,0,21,11,21,11,21
049,035,026,061,Utah,Salt Lake County,Michigan,Houghton County,17,28,0,21,17,28,17,28
049,035,026,065,Utah,Salt Lake County,Michigan,Ingham County,66,75,63,99,3,127,129,120
049,035,026,067,Utah,Salt Lake County,Michigan,Ionia County,0,27,7,11,-7,11,7,11
049,035,026,075,Utah,Salt Lake County,Michigan,Jackson County,53,79,0,23,53,79,53,79
049,035,026,077,Utah,Salt Lake County,Michigan,Kalamazoo County,0,27,17,22,-17,22,17,22
049,035,026,089,Utah,Salt Lake County,Michigan,Leelanau County,30,43,0,18,30,43,30,43
049,035,026,097,Utah,Salt Lake County,Michigan,Mackinac County,0,27,2,3,-2,3,2,3
049,035,026,099,Utah,Salt Lake County,Michigan,Macomb County,0,27,59,91,-59,91,59,91
049,035,026,107,Utah,Salt Lake County,Michigan,Mecosta County,0,27,15,20,-15,20,15,20
049,035,026,121,Utah,Salt Lake County,Michigan,Muskegon County,8,13,0,23,8,13,8,13
049,035,026,125,Utah,Salt Lake County,Michigan,Oakland County,62,50,26,23,36,59,88,51
049,035,026,127,Utah,Salt Lake County,Michigan,Oceana County,0,27,5,8,-5,8,5,8
049,035,026,139,Utah,Salt Lake County,Michigan,Ottawa County,12,22,0,23,12,22,12,22
049,035,026,147,Utah,Salt Lake County,Michigan,St. Clair County,9,15,0,23,9,15,9,15
049,035,026,155,Utah,Salt Lake County,Michigan,Shiawassee County,0,27,10,16,-10,16,10,16
049,035,026,161,Utah,Salt Lake County,Michigan,Washtenaw County,28,32,183,174,-155,178,211,177
049,035,026,163,Utah,Salt Lake County,Michigan,Wayne County,16,18,21,23,-5,31,37,28
