Table with column headers in rows 2 through 3.,,,,,,,,,,,,,,,
State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,State Name of Geography A,County Name of Geography A,State/U.S. Island Area/Foreign Region of Geography B,County Name of Geography B,Flow from Geography B to Geography A,,Counterflow from Geography A to Geography B1,,Net Migration from Geography B to Geography A1,,Gross Migration between Geography A and Geography B1,
,,,,,,,,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
049,035,049,053,Utah,Salt Lake County,Utah,Washington County,"1,257",300,"1,575",460,-318,562,"2,832",536
049,035,049,055,Utah,Salt Lake County,Utah,Wayne County,0,27,5,7,-5,7,5,7
049,035,049,057,Utah,Salt Lake County,Utah,Weber County,"1,548",422,"1,719",465,-171,666,"3,267",587
049,035,050,005,Utah,Salt Lake County,Vermont,Caledonia County,8,14,0,20,8,14,8,14
049,035,050,007,Utah,Salt Lake County,Vermont,Chittenden County,80,72,7,12,73,72,87,75
049,035,050,023,Utah,Salt Lake County,Vermont,Washington County,0,27,60,93,-60,93,60,93
049,035,050,025,Utah,Salt Lake County,Vermont,Windham County,0,27,2,5,-2,5,2,5
049,035,051,003,Utah,Salt Lake County,Virginia,Albemarle County,9,14,40,53,-31,55,49,56
049,035,051,011,Utah,Salt Lake County,Virginia,Appomattox County,6,8,0,19,6,8,6,8
049,035,051,013,Utah,Salt Lake County,Virginia,Arlington County,84,55,30,29,54,61,114,63
049,035,051,047,Utah,Salt Lake County,Virginia,Culpeper County,0,27,19,30,-19,30,19,30
049,035,051,059,Utah,Salt Lake County,Virginia,Fairfax County,251,165,261,185,-10,253,512,243
049,035,051,061,Utah,Salt Lake County,Virginia,Fauquier County,0,27,42,61,-42,61,42,61
049,035,051,083,Utah,Salt Lake County,Virginia,Halifax County,0,27,4,7,-4,7,4,7
049,035,051,087,Utah,Salt Lake County,Virginia,Henrico County,0,27,26,42,-26,42,26,42
049,035,051,093,Utah,Salt Lake County,Virginia,Isle of Wight County,14,22,0,25,14,22,14,22
049,035,051,107,Utah,Salt Lake County,Virginia,Loudoun County,94,98,4,7,90,97,98,98
049,035,051,153,Utah,Salt Lake County,Virginia,Prince William County,0,27,72,67,-72,67,72,67
049,035,051,165,Utah,Salt Lake County,Virginia,Rockingham County,0,27,47,73,-47,73,47,73
049,035,051,179,Utah,Salt Lake County,Virginia,Stafford County,0,27,24,33,-24,33,24,33
049,035,051,510,Utah,Salt Lake County,Virginia,Alexandria city,11,19,17,22,-6,30,28,27
049,035,051,530,Utah,Salt Lake County,Virginia,Buena Vista city,0,27,2,4,-2,4,2,4
049,035,051,540,Utah,Salt Lake County,Virginia,Charlottesville city,7,11,0,25,7,11,7,11
049,035,051,600,Utah,Salt Lake County,Virginia,Fairfax city,0,27,7,13,-7,13,7,13
049,035,051,630,Utah,Salt Lake County,Virginia,Fredericksburg city,11,16,0,22,11,16,11,16
049,035,051,650,Utah,Salt Lake County,Virginia,Hampton city,53,56,0,28,53,56,53,56
049,035,051,740,Utah,Salt Lake County,Virginia,Portsmouth city,14,14,0,28,14,14,14,14
049,035,051,760,Utah,Salt Lake County,Virginia,Richmond city,46,57,0,28,46,57,46,57
049,035,051,790,Utah,Salt Lake County,Virginia,Staunton city,11,18,0,22,11,18,11,18
049,035,051,800,Utah,Salt Lake County,Virginia,Suffolk city,26,32,0,28,26,32,26,32
049,035,051,810,Utah,Salt Lake County,Virginia,Virginia Beach city,66,122,33,39,33,132,99,125
049,035,053,003,Utah,Salt Lake County,Washington,Asotin County,0,27,7,14,-7,14,7,14
049,035,053,005,Utah,Salt Lake County,Washington,Benton County,23,26,76,61,-53,66,99,67
049,035,053,009,Utah,Salt Lake County,Washington,Clallam County,0,27,30,46,-30,46,30,46
049,035,053,011,Utah,Salt Lake County,Washington,Clark County,54,63,76,98,-22,118,130,114
049,035,053,019,Utah,Salt Lake County,Washington,Ferry County,0,27,3,6,-3,6,3,6
049,035,053,021,Utah,Salt Lake County,Washington,Franklin County,25,30,0,28,25,30,25,30
049,035,053,025,Utah,Salt Lake County,Washington,Grant County,0,27,16,30,-16,30,16,30
049,035,053,027,Utah,Salt Lake County,Washington,Grays Harbor County,104,120,6,9,98,121,110,120
049,035,053,029,Utah,Salt Lake County,Washington,Island County,1,4,0,28,1,4,1,4
049,035,053,033,Utah,Salt Lake County,Washington,King County,947,576,820,294,127,658,"1,767",636
049,035,053,035,Utah,Salt Lake County,Washington,Kitsap County,22,30,26,34,-4,34,48,53
049,035,053,037,Utah,Salt Lake County,Washington,Kittitas County,0,27,86,96,-86,96,86,96
049,035,053,039,Utah,Salt Lake County,Washington,Klickitat County,0,27,13,30,-13,30,13,30
049,035,053,041,Utah,Salt Lake County,Washington,Lewis County,11,17,49,74,-38,76,60,76
049,035,053,043,Utah,Salt Lake County,Washington,Lincoln County,15,16,0,19,15,16,15,16
049,035,053,047,Utah,Salt Lake County,Washington,Okanogan County,0,27,13,31,-13,31,13,31
049,035,053,053,Utah,Salt Lake County,Washington,Pierce County,100,63,386,219,-286,228,486,227
049,035,053,055,Utah,Salt Lake County,Washington,San Juan County,0,27,7,9,-7,9,7,9
049,035,053,057,Utah,Salt Lake County,Washington,Skagit County,15,16,0,28,15,16,15,16
049,035,053,061,Utah,Salt Lake County,Washington,Snohomish County,87,84,229,172,-142,159,316,218
049,035,053,063,Utah,Salt Lake County,Washington,Spokane County,173,130,134,115,39,177,307,170
049,035,053,067,Utah,Salt Lake County,Washington,Thurston County,38,44,181,218,-143,219,219,226
049,035,053,073,Utah,Salt Lake County,Washington,Whatcom County,7,12,154,189,-147,189,161,189
049,035,053,075,Utah,Salt Lake County,Washington,Whitman County,0,27,9,18,-9,18,9,18
049,035,053,077,Utah,Salt Lake County,Washington,Yakima County,4,9,0,28,4,9,4,9
049,035,054,011,Utah,Salt Lake County,West Virginia,Cabell County,10,16,26,47,-16,51,36,49
049,035,054,055,Utah,Salt Lake County,West Virginia,Mercer County,0,27,62,98,-62,98,62,98
049,035,054,061,Utah,Salt Lake County,West Virginia,Monongalia County,0,27,27,42,-27,42,27,42
049,035,054,087,Utah,Salt Lake County,West Virginia,Roane County,0,27,4,9,-4,9,4,9
049,035,055,017,Utah,Salt Lake County,Wisconsin,Chippewa County,0,27,4,6,-4,6,4,6
049,035,055,021,Utah,Salt Lake County,Wisconsin,Columbia County,41,62,4,8,37,63,45,62
049,035,055,025,Utah,Salt Lake County,Wisconsin,Dane County,47,50,0,20,47,50,47,50
049,035,055,027,Utah,Salt Lake County,Wisconsin,Dodge County,0,27,45,64,-45,64,45,64
049,035,055,029,Utah,Salt Lake County,Wisconsin,Door County,0,27,4,5,-4,5,4,5
049,035,055,035,Utah,Salt Lake County,Wisconsin,Eau Claire County,11,17,9,15,2,22,20,23
049,035,055,039,Utah,Salt Lake County,Wisconsin,Fond du Lac County,0,27,5,9,-5,9,5,9
049,035,055,043,Utah,Salt Lake County,Wisconsin,Grant County,21,33,0,20,21,33,21,33
049,035,055,049,Utah,Salt Lake County,Wisconsin,Iowa County,0,27,2,4,-2,4,2,4
049,035,055,057,Utah,Salt Lake County,Wisconsin,Juneau County,0,27,5,8,-5,8,5,8
049,035,055,061,Utah,Salt Lake County,Wisconsin,Kewaunee County,0,27,4,7,-4,7,4,7
049,035,055,063,Utah,Salt Lake County,Wisconsin,La Crosse County,0,27,19,17,-19,17,19,17
049,035,055,071,Utah,Salt Lake County,Wisconsin,Manitowoc County,0,27,7,10,-7,10,7,10
049,035,055,079,Utah,Salt Lake County,Wisconsin,Milwaukee County,67,49,0,20,67,49,67,49
049,035,055,083,Utah,Salt Lake County,Wisconsin,Oconto County,40,46,0,18,40,46,40,46
049,035,055,089,Utah,Salt Lake County,Wisconsin,Ozaukee County,0,27,26,44,-26,44,26,44
049,035,055,101,Utah,Salt Lake County,Wisconsin,Racine County,0,27,56,76,-56,76,56,76
049,035,055,105,Utah,Salt Lake County,Wisconsin,Rock County,0,27,45,55,-45,55,45,55
049,035,055,107,Utah,Salt Lake County,Wisconsin,Rusk County,0,27,4,5,-4,5,4,5
049,035,055,111,Utah,Salt Lake County,Wisconsin,Sauk County,3,5,0,20,3,5,3,5
049,035,055,117,Utah,Salt Lake County,Wisconsin,Sheboygan County,0,27,42,65,-42,65,42,65
049,035,055,127,Utah,Salt Lake County,Wisconsin,Walworth County,21,23,0,20,21,23,21,23
049,035,055,133,Utah,Salt Lake County,Wisconsin,Waukesha County,18,21,46,58,-28,63,64,62
049,035,055,137,Utah,Salt Lake County,Wisconsin,Waushara County,0,27,26,30,-26,30,26,30
049,035,055,141,Utah,Salt Lake County,Wisconsin,Wood County,0,27,32,37,-32,37,32,37
049,035,056,001,Utah,Salt Lake County,Wyoming,Albany County,46,61,77,72,-31,96,123,93
049,035,056,005,Utah,Salt Lake County,Wyoming,Campbell County,4,8,26,43,-22,43,30,44
049,035,056,009,Utah,Salt Lake County,Wyoming,Converse County,0,27,18,26,-18,26,18,26
049,035,056,013,Utah,Salt Lake County,Wyoming,Fremont County,28,26,12,13,16,28,40,29
049,035,056,021,Utah,Salt Lake County,Wyoming,Laramie County,11,16,3,7,8,18,14,17
049,035,056,023,Utah,Salt Lake County,Wyoming,Lincoln County,61,40,55,44,6,50,116,67
049,035,056,025,Utah,Salt Lake County,Wyoming,Natrona County,9,16,40,39,-31,43,49,41
049,035,056,029,Utah,Salt Lake County,Wyoming,Park County,0,27,13,25,-13,25,13,25
049,035,056,033,Utah,Salt Lake County,Wyoming,Sheridan County,139,193,41,75,98,198,180,215
049,035,056,037,Utah,Salt Lake County,Wyoming,Sweetwater County,311,189,47,33,264,187,358,197
049,035,056,039,Utah,Salt Lake County,Wyoming,Teton County,39,41,0,22,39,41,39,41
049,035,056,041,Utah,Salt Lake County,Wyoming,Uinta County,75,72,92,90,-17,119,167,112
049,035,056,045,Utah,Salt Lake County,Wyoming,Weston County,0,27,3,6,-3,6,3,6
049,035,072,021,Utah,Salt Lake County,Puerto Rico,Bayamón Municipio,47,68,0,32,47,68,47,68
049,035,AFR,,Utah,Salt Lake County,Africa,-,449,319,,,,,,
049,035,ASI,,Utah,Salt Lake County,Asia,-,"3,041",583,,,,,,
049,035,CAM,,Utah,Salt Lake County,Central America,-,"1,222",390,,,,,,
049,035,CAR,,Utah,Salt Lake County,Caribbean,-,139,110,,,,,,
049,035,EUR,,Utah,Salt Lake County,Europe,-,"1,136",240,,,,,,
049,035,ISL,,Utah,Salt Lake County,U.S. Island Areas,-,19,25,,,,,,
049,035,NAM,,Utah,Salt Lake County,Northern America,-,369,148,,,,,,
049,035,OCE,,Utah,Salt Lake County,Oceania and At Sea,-,387,166,,,,,,
049,035,SAM,,Utah,Salt Lake County,South America,-,"1,376",513,,,,,,
049,037,001,073,Utah,San Juan County,Alabama,Jefferson County,5,10,0,27,5,10,5,10
049,037,002,110,Utah,San Juan County,Alaska,Juneau City and Borough,0,18,7,14,-7,14,7,14
049,037,002,170,Utah,San Juan County,Alaska,Matanuska-Susitna Borough,3,8,0,20,3,8,3,8
049,037,004,005,Utah,San Juan County,Arizona,Coconino County,24,22,0,29,24,22,24,22
049,037,004,013,Utah,San Juan County,Arizona,Maricopa County,18,22,23,26,-5,34,41,34
049,037,004,015,Utah,San Juan County,Arizona,Mohave County,5,7,0,29,5,7,5,7
049,037,004,017,Utah,San Juan County,Arizona,Navajo County,42,56,3,4,39,56,45,55
049,037,004,019,Utah,San Juan County,Arizona,Pima County,0,18,31,38,-31,38,31,38
049,037,006,019,Utah,San Juan County,California,Fresno County,5,13,0,29,5,13,5,13
049,037,006,055,Utah,San Juan County,California,Napa County,5,12,0,29,5,12,5,12
049,037,006,079,Utah,San Juan County,California,San Luis Obispo County,3,4,0,29,3,4,3,4
049,037,006,085,Utah,San Juan County,California,Santa Clara County,0,18,12,21,-12,21,12,21
049,037,006,103,Utah,San Juan County,California,Tehama County,4,22,0,29,4,22,4,22
049,037,008,033,Utah,San Juan County,Colorado,Dolores County,0,18,3,4,-3,4,3,4
049,037,008,041,Utah,San Juan County,Colorado,El Paso County,0,18,10,17,-10,17,10,17
049,037,008,059,Utah,San Juan County,Colorado,Jefferson County,0,18,7,11,-7,11,7,11
049,037,008,069,Utah,San Juan County,Colorado,Larimer County,0,18,27,44,-27,44,27,44
049,037,008,077,Utah,San Juan County,Colorado,Mesa County,0,18,23,22,-23,22,23,22
049,037,008,123,Utah,San Juan County,Colorado,Weld County,1,3,0,28,1,3,1,3
049,037,013,245,Utah,San Juan County,Georgia,Richmond County,0,18,5,10,-5,10,5,10
049,037,016,005,Utah,San Juan County,Idaho,Bannock County,5,12,0,28,5,12,5,12
049,037,016,017,Utah,San Juan County,Idaho,Bonner County,1,2,0,25,1,2,1,2
049,037,018,097,Utah,San Juan County,Indiana,Marion County,0,18,15,24,-15,24,15,24
049,037,021,111,Utah,San Juan County,Kentucky,Jefferson County,0,18,8,13,-8,13,8,13
049,037,029,165,Utah,San Juan County,Missouri,Platte County,6,10,0,26,6,10,6,10
049,037,030,023,Utah,San Juan County,Montana,Deer Lodge County,0,18,3,6,-3,6,3,6
049,037,030,027,Utah,San Juan County,Montana,Fergus County,0,18,5,10,-5,10,5,10
049,037,030,049,Utah,San Juan County,Montana,Lewis and Clark County,0,18,159,166,-159,166,159,166
049,037,030,053,Utah,San Juan County,Montana,Lincoln County,0,18,9,21,-9,21,9,21
049,037,030,061,Utah,San Juan County,Montana,Mineral County,0,18,2,5,-2,5,2,5
049,037,030,067,Utah,San Juan County,Montana,Park County,0,18,2,5,-2,5,2,5
049,037,030,081,Utah,San Juan County,Montana,Ravalli County,0,18,2,6,-2,6,2,6
049,037,030,107,Utah,San Juan County,Montana,Wheatland County,0,18,2,4,-2,4,2,4
049,037,032,003,Utah,San Juan County,Nevada,Clark County,22,27,0,29,22,27,22,27
049,037,032,031,Utah,San Juan County,Nevada,Washoe County,0,18,28,43,-28,43,28,43
049,037,032,510,Utah,San Juan County,Nevada,Carson City,0,18,8,11,-8,11,8,11
049,037,035,045,Utah,San Juan County,New Mexico,San Juan County,57,48,4,6,53,48,61,48
049,037,036,029,Utah,San Juan County,New York,Erie County,55,83,0,27,55,83,55,83
049,037,049,001,Utah,San Juan County,Utah,Beaver County,5,10,0,16,5,10,5,10
049,037,049,003,Utah,San Juan County,Utah,Box Elder County,0,18,11,15,-11,15,11,15
049,037,049,005,Utah,San Juan County,Utah,Cache County,7,11,0,27,7,11,7,11
049,037,049,007,Utah,San Juan County,Utah,Carbon County,6,12,0,21,6,12,6,12
049,037,049,013,Utah,San Juan County,Utah,Duchesne County,9,19,0,21,9,19,9,19
049,037,049,015,Utah,San Juan County,Utah,Emery County,0,18,8,13,-8,13,8,13
049,037,049,017,Utah,San Juan County,Utah,Garfield County,4,10,0,16,4,10,4,10
049,037,049,019,Utah,San Juan County,Utah,Grand County,6,8,0,16,6,8,6,8
049,037,049,021,Utah,San Juan County,Utah,Iron County,9,15,41,43,-32,45,50,47
049,037,049,033,Utah,San Juan County,Utah,Rich County,7,10,0,11,7,10,7,10
049,037,049,035,Utah,San Juan County,Utah,Salt Lake County,119,74,182,151,-63,181,301,154
049,037,049,039,Utah,San Juan County,Utah,Sanpete County,0,18,22,28,-22,28,22,28
049,037,049,041,Utah,San Juan County,Utah,Sevier County,10,14,0,21,10,14,10,14
049,037,049,045,Utah,San Juan County,Utah,Tooele County,0,18,256,278,-256,278,256,278
049,037,049,047,Utah,San Juan County,Utah,Uintah County,48,62,19,38,29,72,67,74
049,037,049,049,Utah,San Juan County,Utah,Utah County,36,37,99,110,-63,119,135,113
049,037,049,051,Utah,San Juan County,Utah,Wasatch County,5,13,0,21,5,13,5,13
049,037,049,053,Utah,San Juan County,Utah,Washington County,5,10,55,66,-50,67,60,67
049,037,049,057,Utah,San Juan County,Utah,Weber County,0,18,2,4,-2,4,2,4
049,037,051,139,Utah,San Juan County,Virginia,Page County,14,22,0,22,14,22,14,22
049,037,051,185,Utah,San Juan County,Virginia,Tazewell County,94,131,0,25,94,131,94,131
049,037,053,033,Utah,San Juan County,Washington,King County,10,13,0,28,10,13,10,13
049,037,054,047,Utah,San Juan County,West Virginia,McDowell County,1,2,0,18,1,2,1,2
049,037,056,021,Utah,San Juan County,Wyoming,Laramie County,0,18,3,8,-3,8,3,8
049,037,056,037,Utah,San Juan County,Wyoming,Sweetwater County,0,18,6,10,-6,10,6,10
049,037,ASI,,Utah,San Juan County,Asia,-,4,8,,,,,,
049,037,EUR,,Utah,San Juan County,Europe,-,28,29,,,,,,
049,037,NAM,,Utah,San Juan County,Northern America,-,8,16,,,,,,
049,039,001,001,Utah,Sanpete County,Alabama,Autauga County,1,4,0,27,1,4,1,4
049,039,001,089,Utah,Sanpete County,Alabama,Madison County,1,5,0,27,1,5,1,5
049,039,001,093,Utah,Sanpete County,Alabama,Marion County,9,15,0,24,9,15,9,15
049,039,004,001,Utah,Sanpete County,Arizona,Apache County,6,9,0,29,6,9,6,9
049,039,004,013,Utah,Sanpete County,Arizona,Maricopa County,137,173,3,6,134,173,140,173
049,039,004,015,Utah,Sanpete County,Arizona,Mohave County,37,57,44,70,-7,90,81,91
049,039,004,019,Utah,Sanpete County,Arizona,Pima County,6,11,0,29,6,11,6,11
049,039,005,103,Utah,Sanpete County,Arkansas,Ouachita County,0,21,16,31,-16,31,16,31
049,039,006,001,Utah,Sanpete County,California,Alameda County,12,18,13,22,-1,28,25,28
049,039,006,019,Utah,Sanpete County,California,Fresno County,95,115,0,29,95,115,95,115
049,039,006,025,Utah,Sanpete County,California,Imperial County,0,21,13,20,-13,20,13,20
049,039,006,055,Utah,Sanpete County,California,Napa County,6,16,0,29,6,16,6,16
049,039,006,059,Utah,Sanpete County,California,Orange County,6,11,0,29,6,11,6,11
049,039,006,065,Utah,Sanpete County,California,Riverside County,29,40,0,29,29,40,29,40
049,039,006,067,Utah,Sanpete County,California,Sacramento County,35,39,0,29,35,39,35,39
049,039,006,073,Utah,Sanpete County,California,San Diego County,0,21,10,14,-10,14,10,14
049,039,006,081,Utah,Sanpete County,California,San Mateo County,0,21,74,35,-74,35,74,35
049,039,008,005,Utah,Sanpete County,Colorado,Arapahoe County,66,113,0,28,66,113,66,113
049,039,008,014,Utah,Sanpete County,Colorado,Broomfield County,0,21,16,24,-16,24,16,24
049,039,008,041,Utah,Sanpete County,Colorado,El Paso County,0,21,20,31,-20,31,20,31
049,039,008,077,Utah,Sanpete County,Colorado,Mesa County,99,109,24,39,75,117,123,115
049,039,008,097,Utah,Sanpete County,Colorado,Pitkin County,1,3,0,19,1,3,1,3
049,039,008,101,Utah,Sanpete County,Colorado,Pueblo County,0,21,17,26,-17,26,17,26
049,039,008,123,Utah,Sanpete County,Colorado,Weld County,0,21,105,160,-105,160,105,160
049,039,012,011,Utah,Sanpete County,Florida,Broward County,2,4,0,31,2,4,2,4
049,039,012,073,Utah,Sanpete County,Florida,Leon County,1,3,64,79,-63,77,65,81
049,039,012,095,Utah,Sanpete County,Florida,Orange County,80,114,0,31,80,114,80,114
049,039,012,103,Utah,Sanpete County,Florida,Pinellas County,4,9,0,31,4,9,4,9
049,039,015,003,Utah,Sanpete County,Hawaii,Honolulu County,6,15,0,26,6,15,6,15
049,039,015,009,Utah,Sanpete County,Hawaii,Maui County,1,4,0,26,1,4,1,4
049,039,016,007,Utah,Sanpete County,Idaho,Bear Lake County,1,2,0,17,1,2,1,2
049,039,016,051,Utah,Sanpete County,Idaho,Jefferson County,0,21,57,79,-57,79,57,79
049,039,016,065,Utah,Sanpete County,Idaho,Madison County,0,21,9,14,-9,14,9,14
049,039,017,043,Utah,Sanpete County,Illinois,DuPage County,7,14,0,26,7,14,7,14
049,039,017,067,Utah,Sanpete County,Illinois,Hancock County,4,7,0,17,4,7,4,7
049,039,018,081,Utah,Sanpete County,Indiana,Johnson County,10,15,0,27,10,15,10,15
049,039,019,153,Utah,Sanpete County,Iowa,Polk County,6,9,8,12,-2,16,14,15
049,039,020,091,Utah,Sanpete County,Kansas,Johnson County,0,21,45,68,-45,68,45,68
049,039,023,017,Utah,Sanpete County,Maine,Oxford County,18,35,0,23,18,35,18,35
049,039,025,025,Utah,Sanpete County,Massachusetts,Suffolk County,4,6,0,29,4,6,4,6
049,039,026,139,Utah,Sanpete County,Michigan,Ottawa County,3,6,0,23,3,6,3,6
049,039,029,019,Utah,Sanpete County,Missouri,Boone County,0,21,11,14,-11,14,11,14
049,039,030,111,Utah,Sanpete County,Montana,Yellowstone County,0,21,2,3,-2,3,2,3
049,039,032,003,Utah,Sanpete County,Nevada,Clark County,52,75,23,42,29,83,75,88
049,039,032,007,Utah,Sanpete County,Nevada,Elko County,6,9,0,29,6,9,6,9
049,039,032,013,Utah,Sanpete County,Nevada,Humboldt County,18,30,0,19,18,30,18,30
049,039,033,015,Utah,Sanpete County,New Hampshire,Rockingham County,6,9,0,27,6,9,6,9
049,039,034,035,Utah,Sanpete County,New Jersey,Somerset County,7,16,0,28,7,16,7,16
049,039,035,013,Utah,Sanpete County,New Mexico,Doña Ana County,0,21,23,33,-23,33,23,33
049,039,036,009,Utah,Sanpete County,New York,Cattaraugus County,18,20,0,27,18,20,18,20
049,039,036,061,Utah,Sanpete County,New York,New York County,8,16,0,27,8,16,8,16
049,039,037,099,Utah,Sanpete County,North Carolina,Jackson County,4,8,0,25,4,8,4,8
049,039,038,041,Utah,Sanpete County,North Dakota,Hettinger County,0,21,6,8,-6,8,6,8
049,039,038,099,Utah,Sanpete County,North Dakota,Walsh County,12,19,0,15,12,19,12,19
049,039,040,003,Utah,Sanpete County,Oklahoma,Alfalfa County,0,21,8,12,-8,12,8,12
049,039,040,031,Utah,Sanpete County,Oklahoma,Comanche County,0,21,38,48,-38,48,38,48
049,039,040,143,Utah,Sanpete County,Oklahoma,Tulsa County,0,21,18,27,-18,27,18,27
049,039,041,039,Utah,Sanpete County,Oregon,Lane County,3,5,0,28,3,5,3,5
049,039,041,043,Utah,Sanpete County,Oregon,Linn County,40,66,0,28,40,66,40,66
049,039,041,047,Utah,Sanpete County,Oregon,Marion County,0,21,45,74,-45,74,45,74
049,039,042,045,Utah,Sanpete County,Pennsylvania,Delaware County,4,10,0,24,4,10,4,10
049,039,042,101,Utah,Sanpete County,Pennsylvania,Philadelphia County,9,11,0,24,9,11,9,11
049,039,047,093,Utah,Sanpete County,Tennessee,Knox County,7,10,0,29,7,10,7,10
049,039,048,113,Utah,Sanpete County,Texas,Dallas County,6,14,0,31,6,14,6,14
049,039,048,453,Utah,Sanpete County,Texas,Travis County,10,17,0,31,10,17,10,17
049,039,049,001,Utah,Sanpete County,Utah,Beaver County,58,86,0,16,58,86,58,86
049,039,049,003,Utah,Sanpete County,Utah,Box Elder County,111,75,34,39,77,89,145,80
049,039,049,005,Utah,Sanpete County,Utah,Cache County,78,85,303,132,-225,153,381,161
049,039,049,007,Utah,Sanpete County,Utah,Carbon County,13,19,0,21,13,19,13,19
049,039,049,011,Utah,Sanpete County,Utah,Davis County,368,193,164,127,204,231,532,232
049,039,049,013,Utah,Sanpete County,Utah,Duchesne County,40,35,43,49,-3,66,83,54
049,039,049,017,Utah,Sanpete County,Utah,Garfield County,10,16,17,17,-7,22,27,25
049,039,049,019,Utah,Sanpete County,Utah,Grand County,63,54,0,16,63,54,63,54
049,039,049,021,Utah,Sanpete County,Utah,Iron County,92,68,77,51,15,92,169,78
049,039,049,023,Utah,Sanpete County,Utah,Juab County,60,55,22,28,38,62,82,61
049,039,049,025,Utah,Sanpete County,Utah,Kane County,9,16,0,16,9,16,9,16
049,039,049,027,Utah,Sanpete County,Utah,Millard County,51,50,5,11,46,51,56,51
049,039,049,031,Utah,Sanpete County,Utah,Piute County,22,26,0,11,22,26,22,26
049,039,049,033,Utah,Sanpete County,Utah,Rich County,5,8,0,11,5,8,5,8
049,039,049,035,Utah,Sanpete County,Utah,Salt Lake County,965,277,211,96,754,296,"1,176",290
049,039,049,037,Utah,Sanpete County,Utah,San Juan County,22,28,0,18,22,28,22,28
049,039,049,041,Utah,Sanpete County,Utah,Sevier County,178,138,216,172,-38,216,394,226
049,039,049,043,Utah,Sanpete County,Utah,Summit County,70,83,3,5,67,84,73,83
049,039,049,045,Utah,Sanpete County,Utah,Tooele County,72,50,30,30,42,60,102,57
049,039,049,047,Utah,Sanpete County,Utah,Uintah County,74,59,28,28,46,63,102,68
049,039,049,049,Utah,Sanpete County,Utah,Utah County,631,251,597,233,34,349,"1,228",335
049,039,049,051,Utah,Sanpete County,Utah,Wasatch County,74,84,17,27,57,88,91,87
049,039,049,053,Utah,Sanpete County,Utah,Washington County,33,28,119,85,-86,85,152,93
049,039,049,055,Utah,Sanpete County,Utah,Wayne County,8,16,0,11,8,16,8,16
049,039,049,057,Utah,Sanpete County,Utah,Weber County,269,100,29,32,240,99,298,110
049,039,053,005,Utah,Sanpete County,Washington,Benton County,3,5,0,28,3,5,3,5
049,039,053,015,Utah,Sanpete County,Washington,Cowlitz County,8,16,0,28,8,16,8,16
049,039,053,029,Utah,Sanpete County,Washington,Island County,0,21,10,17,-10,17,10,17
049,039,053,033,Utah,Sanpete County,Washington,King County,0,21,55,61,-55,61,55,61
049,039,053,035,Utah,Sanpete County,Washington,Kitsap County,0,21,35,55,-35,55,35,55
049,039,053,075,Utah,Sanpete County,Washington,Whitman County,0,21,12,18,-12,18,12,18
049,039,055,079,Utah,Sanpete County,Wisconsin,Milwaukee County,1,5,0,20,1,5,1,5
049,039,056,007,Utah,Sanpete County,Wyoming,Carbon County,0,21,4,6,-4,6,4,6
049,039,056,023,Utah,Sanpete County,Wyoming,Lincoln County,9,20,0,19,9,20,9,20
049,039,056,041,Utah,Sanpete County,Wyoming,Uinta County,0,21,64,96,-64,96,64,96
049,039,AFR,,Utah,Sanpete County,Africa,-,15,16,,,,,,
049,039,ASI,,Utah,Sanpete County,Asia,-,54,39,,,,,,
049,039,CAM,,Utah,Sanpete County,Central America,-,49,49,,,,,,
049,039,EUR,,Utah,Sanpete County,Europe,-,12,16,,,,,,
049,039,ISL,,Utah,Sanpete County,U.S. Island Areas,-,4,6,,,,,,
049,039,OCE,,Utah,Sanpete County,Oceania and At Sea,-,2,4,,,,,,
049,039,SAM,,Utah,Sanpete County,South America,-,9,19,,,,,,
049,041,004,015,Utah,Sevier County,Arizona,Mohave County,6,12,0,29,6,12,6,12
049,041,006,013,Utah,Sevier County,California,Contra Costa County,3,6,0,29,3,6,3,6
049,041,006,015,Utah,Sevier County,California,Del Norte County,3,6,0,23,3,6,3,6
049,041,006,017,Utah,Sevier County,California,El Dorado County,3,6,0,29,3,6,3,6
049,041,006,019,Utah,Sevier County,California,Fresno County,48,67,0,29,48,67,48,67
049,041,006,059,Utah,Sevier County,California,Orange County,7,13,22,37,-15,39,29,39
049,041,006,065,Utah,Sevier County,California,Riverside County,32,41,0,29,32,41,32,41
049,041,006,067,Utah,Sevier County,California,Sacramento County,6,6,0,29,6,6,6,6
049,041,006,073,Utah,Sevier County,California,San Diego County,36,34,0,29,36,34,36,34
049,041,006,077,Utah,Sevier County,California,San Joaquin County,3,7,0,29,3,7,3,7
049,041,008,029,Utah,Sevier County,Colorado,Delta County,24,34,9,15,15,37,33,38
049,041,008,081,Utah,Sevier County,Colorado,Moffat County,0,21,37,53,-37,53,37,53
049,041,008,083,Utah,Sevier County,Colorado,Montezuma County,12,15,0,22,12,15,12,15
049,041,008,085,Utah,Sevier County,Colorado,Montrose County,12,16,0,25,12,16,12,16
049,041,012,095,Utah,Sevier County,Florida,Orange County,5,5,0,31,5,5,5,5
049,041,016,001,Utah,Sevier County,Idaho,Ada County,6,9,0,28,6,9,6,9
049,041,016,019,Utah,Sevier County,Idaho,Bonneville County,14,21,0,28,14,21,14,21
